linkID,venue1,venue2
376,nDM3b0KwUUKlQ2Lz1bR9tw,KlmsNi7qiQgC6yznyA0M0g
4,Dupmn0hAPRE82e0ZttfRSA,GOIXvr3ffmmPLKIwVnILeg
309,qpjEu9iBBzIrBGCD-6ENMg,wY3dlpLa0BHfDENYAPYuZA
114,sLkqUj7FAKDWKOR5MvQjEw,kzCG-KC3YVrQs7l-0d0b1w
481,BrrQhMmsIHLqraZ1VuJ7Pw,VWtI26Mu69IrG0nugb23lg
47,0Db7vd1NK4wRKKaVyyvuJw,sid1Wu5Z4v6yiHacGZdUeQ
297,pgRaCEwOuWv1J9YhEKBXhw,hHgSUnDB9yIrxUEMSmsdoQ
300,cNCXUYQd3kFR_AyfjTejQQ,3kPqtmL3EdfhCwxfIHT_iQ
238,2VRVAhzefxIqjzbQ21LdHg,Xt6xo-UmJhYtHiscwRnw0A
52,YZvaybK5UzKMCnNQwsMrWg,agw-HMNWmkIML6obP-EBDA
433,8CCOH5A-ZNTgeK9rUOWejQ,3nDxqHvf7L5AdEAAeMaQAg
341,vwlD-QrL_13_3Gk7i3fqoQ,VeYWXO1AaqIwpnyPUMckxQ
361,MwsGayIlUkXQ46mkmV3jlA,1FDhJNAuPXRGbMi9x0muGA
168,g79Oko2vvKDU6PpdsNkZzw,SVBBmu5FddvnYNmbJLo6cw
355,LotwXDcHQmt4usltEvw_PQ,ddouZi236BpT15DzXjRHiA
60,REfM-TpPnDSpgAMB_puQbw,XjAb0mxgCtq96pWWJjUBAg
353,37ZUkggFxGPq9CHEIpKFbw,IhCgS63KdIuQC6I7qZJLzg
220,7mU3l5VjH1IxsXcxBxUblg,vMt33XElVfSFDB3yMY8-0Q
17,XuVosWbOWI8I2bLNS7oYyA,5oA6zlmJ4jQREDH6dNCq6w
488,sMJAUZNU6u4iNvpmaLgx_g,mt9mrG8wALTzD3YYGim3mQ
90,50XY4Y8-XJZrm-FlKQBmZg,e1lmVr0CJEwc8zigJjb_VQ
57,usFNFsaaHFxEbnBO4FaFHA,X88w0XrUSIKue9Vuwtqs_g
98,j3IEZP4nQAt7fkxmerLMbA,Zd9VJFJjfaadaJmCMFv-RQ
62,F24HrvjZhwgiG4qT8GLJZA,TFdLM8R_7Pf1xVeBNKl0hg
239,a-ZcynZic4jIrpf9Pp7yaQ,QcxB4grIr-bLSqqydTV6Ag
39,AGztN3eVZPqEWXlDM1A2dw,jemRU9DvmS0WGZuZ-k3jCQ
166,2F8povaKEaqieQhzFSKwQg,KY8J9dIOKD2vL0jdzUiuhg
275,TCL-2Mi_mZyHjEO9haiD2A,RWfKjRMjie6xZHvMbWhBlA
118,cHcYk5bJn3Nh9ARJjQVq8Q,CAQ55UaTBvXMl1yEUJXr9Q
384,5uUNZQrt1aue-S5trmjMqw,ly-slsCrHbIlCAc2dHXk5Q
249,XYLWw79LaA0gPwYF0Gm4Ww,4Sw949z60DupwinXF14IpA
182,gXpGMGBAv1lfQEcPOzahag,cWsgD-u_TvTohsx6LSi9aQ
178,4PsP9BzAI4nmO0i0bn6faQ,duLX4_JeYe8N6xNzs9l-hg
97,mhoCmyg9E5qPXY31zig78g,-j0CbYvlwuJ3Tfx__X38gA
143,SmkYLXEYhzwUZdS6TAevHg,zZ7KDK3GAkBUZzsaqB1A4Q
170,QZx8vWP9FiojherUMB9VuA,IDD-jWCIw52KdhUEk9x01g
242,OtXY4iRnA5M1g1L0hifEbA,rcccYhFcEBa8Tvkkf-zyhA
473,LXrSnbUlEnw_fI7A2Dpp9Q,l3i9ECjDR_rvS05MzHGoEQ
190,2wFoMN7J0_X42dUG3Qa3iw,KssqXkZ_D9kSsONH3AQeAQ
50,K3lYaKPdaBim-LCOcmi6Jg,mt9mrG8wALTzD3YYGim3mQ
413,ZxUgo2Nexm6IYbMdj3FlRg,oxABKl7Ol44cHxe7LfC-bA
331,7z2x16M7IuG8KPfMsyVrKA,AKQbrvRBZvU5kB9Ut4gVkg
278,L0DJ7-GUDMLIlIR-7vykvQ,3eexaenBq8HvkTiYjVl3Pg
227,tjSajNY1iVGktBUbkvycpw,RFoh5YBjtBHPSsZjocajhw
131,KTCYmgak5gOmTY837O41lg,e1UamnCdP9DdJRF6kOk80g
393,kiz4xELBxC8tQtr4uBtM3A,lLtUvQCx4HjZHFF9y_K-TA
258,oIaGvJYUwbsa3jB2L4J-bw,sMzNLdhJZGzYirIWt-fMAg
436,OMDwr7UnZrsjuocg3aLlMw,0pi1DQ3N8gC6jhdHfDWEMA
489,hNCKIrMJSacjMiWVwRb_YQ,YS1XX9AONq2hdBbU3T-uGw
158,XLfbVseu-LHlnQsHIMVZjw,vaASqT_yjBg2KETbGyasJw
127,L1Mb8BRkj69o74YEryCHNA,_VHU9KZUHRLp2Hc2JOKlYg
290,ndzT1maiVwpz-7VFFzAb5Q,8t8pZI5SAlYhd6UEIkAcSg
173,V5b5bwfNNJH0VRe0pftjIA,u5r_z283yq_aPSbQmrXOSg
24,8RC8xUo07sTIXI3FaqzYEA,yPcAdikNrXEsfbHNBQUjkQ
305,dQo2dPQyJE4avsILYYDCTA,wTjRn-n2wr6aLkNqFIuAGQ
25,fRFnNK4e8f9ggNA_HDaQ4A,vMt33XElVfSFDB3yMY8-0Q
343,R06sB4qk4dH8G7YRH0HslA,9cgrssqswYBSpvBAKc1-nQ
334,9YmWoqNThtkYTc72_N0zfQ,ckbDWYPT8TP7etP0WHU2Yg
6,6milF8sa2PoFsGo2H_vh-w,i17-RGooGWIad0y5YtaBtQ
378,QYlhQ9ivxXFSD7dE_1cy5A,P1a2WApEoMb65s14RmqV2g
487,Een2yret0IwJUpHLwcxtRg,WgLblCyfY0Nc35d_wJzRGw
259,L95ppCbcWAt4LUWrCiEvPg,x5G0GUkGnlWtM49Qe4nHog
460,85nvKTJSN8byoeGRxzGkug,2jwpM5qhFCf8rpW1LeG7lA
327,xeCqEmjQi0M0dlf4DXcugA,cNz2tTTAPmdeAq6HnGeo8w
243,26fxaH4i_P1PALGplFtdhw,nMUSAPBxlvR8PBPDEsV52g
336,JQ6NlXQGXvQZ4P-b5HXd9A,JG9YJqslJuU3Dim3wmakQg
387,3rcfcK2iFt3dSutBKXityQ,s0HXXbiItSvVQBLvyckeRA
363,YaGOexmueYIe8ivO-R75Ng,7odNqxZDSR6ZVgxjp2r39A
253,wpzkGgrlnw2jt1awC9aNMQ,_zFva1D3lgJPvT-8vGQQJQ
121,uO_OX2DXmzo2c72YpbXe1A,X8AGCsJHw-GuTqkzy2J3cg
1,50KEvLtQl9Vv4YE1vs681Q,mseBBgYcqyv6T1sfrXI-XQ
467,bj4HQpsD6FrCygTcJpivBw,0QThBvFYadl5_t4P_rKd8Q
202,yfYmLtWX6W4767sMxFpjKg,Iam7tYWhssw_rscSBkeRIQ
145,MKYcOZSpMwJK7uwacK13EA,rBko32y5vK13SD_sW3AG_g
397,BcLFIr4wtd3GQ3fnz15yDQ,CsbNmQqu9dKFrgcIItevYA
251,RSAeqTx82wSZXF6ptK5fYA,cbddL2q8uRA38RwycB0FJg
188,woXlprCuowrLJswWere3TQ,xYZefYQ777honVZnlcD3vQ
70,GYuRMJZfWMg4SZD5RfOSzw,_pin42tJ3sYWueME0jl8Gg
324,c2YDEpYQ-2IqB57tN0HKbQ,uxC9OVoio_IFDvs63MjcIg
315,gXpGMGBAv1lfQEcPOzahag,YgO2v1VNtbPA7zgp0szJXA
250,Z3kIW43mXc1h1o6AxBhvZQ,EDg6FM7MYcNMoqrSoWXUUw
194,ODTI9W7fHMKNWZ3g8VcFUg,jpcNlUthmvO5FKavaXFrug
66,bywPKk3pvRBxwMWrFVD7Lw,Q8tTVs1pTC27iYmOBkdPXw
67,3iaOYhNoc6XL935MqnxJSQ,1w6_xrdhVD-y-DBYpv0YCQ
496,LQFmktF43j2NPncKdNd9mg,mG5gV8OWUTp21vLQqmoFFQ
266,2MQLD5la1kE6n0-DcIVu7g,MPLhOV-JbmntkbcXMyCODg
264,3GuqcEYaF1d1WXcwOX5xPw,u2s_aIR9nBJnI4AiCpCyFQ
282,IKA-wA459qPdRh7Bgl90ow,o1fTwfqN0sDFNpV1CkOPPg
0,XrPESuWKDCSq55F9NBQVbg,VFHLE5JrE9shcHHzAieG4Q
472,PEWqLRLzzUIeucqYdkjxYA,0PCBt3JKD6IooicImKNBzA
216,Ha0eA5EgGLAD39iOR81Dcw,TY_kMmCM_3JSs14NFUvO_g
139,HM8zaHcswoJWqIsePnxW7A,3Y1aarSNp2KVCDS3r1EXpw
476,a7xD9CEepfivEZAKrCEPbw,uNBVnx12y-cRYSxukmTfnQ
493,F8_WdEVmUFTU1pTHBgikIg,0PCBt3JKD6IooicImKNBzA
354,749lGtWM9PsrWonlVY4W2w,3H1I31BQeHO017Sg92Cbow
444,uEzodpjckhsVQFfsXpFR0w,5xv0xjcRUzP-Zb6CKBOceQ
362,eW6HLU-M3xJOpGyKLrWxUg,OC0bM6UZpK-yB80hMBeDEA
65,K2C8dSx9215LLcIzHL959Q,O8LGIntnNi4tgMyPQT2myg
174,2NffWBxDYAws9CYRgvPi1Q,VGxJbglGlx-a7Gdc55Q6jQ
215,5ibArVDuhcaumtxa37eUFg,oU85qrzI4m65PLqfhiSYEA
411,_CaDSAHTx6_7NecybwyzBw,xIhvXZPel8MZ4NFzoqGYxg
356,E4uunCOBjqk57GzGbXyGpA,lJqXFy85dCmKmlW6Z34Reg
222,ZwuHsufvw1x5rd2c-qyw2w,qQvHYQ1uocuEnFcUdhxV_g
193,1jPLv-vyjPSvtl2ntSfdgA,Wc94kBgappa9fz_2Pwez7A
141,2utAqL8JkdKVHgvhlR34eA,ZYof0WYlilJ3pgWNSgmYKQ
123,rgohunOzrrrgdZcxkQzCgQ,NtpdFakRhkqtQ85PIraSJA
458,uEzodpjckhsVQFfsXpFR0w,trpUpkB4lxReIhfr60hlww
221,czJKX4DmZR_1JeRmPcnmbQ,_gMGYbHVavRj5Uv8QgyWUw
292,9MPLntyNzhdUXpGT-h0HUw,l1JDX-o0wCLykuh78R8Kng
33,jFUD1nx7eet2h5jGEe1DBQ,at2nIj0vgXltU_yNL3YjHQ
440,UkylJaNbvMENvL61dgwdLg,vxFrGfeQCtc5AzPKkMHHgA
406,SwUwlW4dkad_X-BIMmKCZw,jCzNmrVS5yS3t-z8c9z_LQ
27,hcFSc0OHgZJybnjQBrL_8Q,wfMKTK50XpYOlc9UfLiaXQ
268,I26PLVBABlTcUJ8pq08p_g,u4sTiCzVeIHZY8OlaL346Q
369,5JzXF2Uz3P1_Fo9xs83HuA,3Kcq4_6RAhltAO6ZVgVygQ
164,bXCWON2Me0o86qvAb-XZPQ,Z1XXRz6n1XGauj88W2LL_w
10,VpsXhgaBA7-65Gt2zg8Nkg,uYzaARioENSfB9Y9Gk2PDA
19,IKA-wA459qPdRh7Bgl90ow,Ld36YvJgDgMmsQ2PgX35Cg
294,RBiJRcNC7NoDf-XYMFrCBg,DnPSuD9IZa6LQ-t4fgWiUw
159,a7xD9CEepfivEZAKrCEPbw,SvCjBtbN1cKElDKPTw9dOA
450,hsRjct8UiUHU54B983GmcA,dU_sBV0jWEpqbcF9avIjww
403,MPLhOV-JbmntkbcXMyCODg,kWcAfYg-60hpIUEUSzWjHQ
179,0OkfU0vDBprsIEd5hWuhAQ,bI635MOr8t-yQ6nm_LCC6Q
281,ZwuHsufvw1x5rd2c-qyw2w,-HeqTxBMPTi3A7QuU5PvgQ
339,JFkY8zMcD_HLGcFTlxiV2Q,IdHIcxCFq84evujUVNcB5w
400,Xn6T7Xs7-KjZDHsz0fUlCg,1RECFIhw6tdiP4l3smu6Kw
167,P6HDtlj1GSu9UG2Aal2PPg,TZpTyyGvQkKPnt59PVUGhg
209,uXft-y53ujmlAt0SH-5KYg,OpoA5j5ohq8UqXpsyAXxpw
244,X-aqEYlXcWQj0fp6aGDP8A,J5JzAUd2wzyArZ-qHT0A4A
157,-EX863eYHS-cutthfYhG7A,qC6RM4DhD6ZaYigqEkbd2w
137,jXn7XhKmO85jSwETgtFvJA,BpJDI4Fj92lLNALQQeLvLg
254,dFO-m5EkCYXr3kztC1d1aA,LqEZNMIsJOWUWSxdHHCBig
404,Cvzt440DVh7EHbLT69wbvw,1fbOsfcPpdHIkWa3egdIZg
175,ZMx9_sQydPUj5KGvcm73Sw,XMNdO9lFw3lSPO4gCH_qvQ
366,XXeUL5wkL_2N2RRksZs49Q,7GvOhqdl1EeSnvWQ0NH9mQ
367,1RECFIhw6tdiP4l3smu6Kw,sc__kdcFV4IcNTfBx1707w
484,1FDhJNAuPXRGbMi9x0muGA,92rpAUG_KI8lndU5obe1Uw
439,ejaUQ1hYo7Q7xCL1HdPINw,VVCi2_DIeRYZ9r5fez0KIA
61,AMGe9WK6bxiEkTYNj_cx0w,hTZGMEKTtaY0wwB-czFxxA
318,kiz4xELBxC8tQtr4uBtM3A,0Q0v-eDzWtaySg7cbVi0yg
83,JBrwWVhNm8PFhTOVkuXk4Q,GIzHC2PUrWC6_50C8R0CUA
36,2-jI4n2kVK9ltHS-WdnGUA,lNVg4jtfTEIAtOkA_0aEPQ
415,pc1hCh6Y6UKuyUHqqg1kTw,BLAtlgsCouJoaaZ-ddeG0Q
93,5eKk8dA1QtKaQr_5i_SCRw,SGapZBbSgSYY3fziaskULQ
347,LbuanqODVEi5Mh37b0A-XQ,O4-yHHUYMYaiOVsgg8ImUw
192,_89bhQB_KjkJxTBn1A6iPA,PdKoeg9Rh_1BefgUXTDIbg
256,-aB6x1uPyKW-o11T8Ou2LQ,YS1XX9AONq2hdBbU3T-uGw
108,6uC5vFCKYW8bbqXhpc1MlA,N9CvUl14LQvGfcT74a7YVg
349,jTlcLfsSDGnHcbjL1aD9Zw,xZfPdAYeimiruXuGR4nSUA
112,fykyDLOPBKphKy9fmZ4Kgw,gldPX9ANF5Nic0N7igu2og
240,5Z-vw4_w-I1Z9XcbCkmCfA,z15C-dJodOlPO8bMBl6F8g
76,50pVtN734QXvtRh6IDiapw,50pVtN734QXvtRh6IDiapw
54,dMd3UP8HlYqvW4tzRJoU_g,8dAmtiVtZjiRTmDq9QAW5w
301,bI635MOr8t-yQ6nm_LCC6Q,9USb9h_Kon-4okrzDg6ONw
106,woXlprCuowrLJswWere3TQ,TjJdpI5XX2zwHmXQbnEWeQ
328,1fbOsfcPpdHIkWa3egdIZg,wY3dlpLa0BHfDENYAPYuZA
245,i39--wZD6L9hm9Lg90Uziw,1vXAeVpQPF_2ai__lMmUIw
142,5OV1bavavdsYyfeBRNiOeA,UQtV1plcxfLTlvKeLPv63Q
495,T-HObwAoesLAwiyR4Lvfmg,Nu8GiyEZoKjkkKU13Fythg
31,qTsSY0m4wlfhqGrUVWdA8A,aeurY5Hm38-TVX8ZyZf03A
497,lRfteK8D_8pfoFTk4ZuOqw,6Xeu6Uf-Yiti-P30A2ErsQ
184,Voeq7aGDmCGMjE_SQiHwRA,ZNdV9ytExuxPTXSN8i2xhw
445,v43qggsvaezDlZSC_IGJIg,w3ujIvCOpd_7wHbKeFyWjA
485,kWwm_fHthKL-xIykOrR93A,q2y2K9RwT954oQGgeNAu1w
200,lKom12WnYEjH5FFemK3M1Q,MPLhOV-JbmntkbcXMyCODg
380,nfJHNu_AQXptaTQIHjpAoQ,ZNdV9ytExuxPTXSN8i2xhw
214,YzqV61exMv__mjobBV2g7g,rwDJu_c584TV4CqPAwu3ZQ
296,7D2RrBZkD6DiEwhDljzuKw,BOH4c0di3p91s9Wqxsh9iw
498,qT8nS-YU_mXL-bzBeiNXKQ,P4lfCI0WSaVoA2VFdsZRiQ
210,qY3ziCRiekzShJMROicIlQ,JDcksYUU2I3Ew85KMd822w
235,YzqV61exMv__mjobBV2g7g,ccdcyzc1oSucd-qRlnYR0w
302,ju3wDAy8lWNAgS6rgsHmNA,Oy9xDxD-JtUzSurhOhboLg
63,erx8tQ0Wdc5YM0FddaKqKA,XgkTmVrlHHO5g96AfOAfpw
274,FZpyIiCAsr7Twkw4tQeqPA,IDD-jWCIw52KdhUEk9x01g
424,aSb4vkaMh7K2lHhnV2UIag,1cGyzWtfOoDiE8V0OR85yA
385,VFv7NcPW9ajUTLleJ8wOQA,L4r6klm7FG4QBbNe8gu5-A
107,MKYcOZSpMwJK7uwacK13EA,gXpGMGBAv1lfQEcPOzahag
113,F24HrvjZhwgiG4qT8GLJZA,OQvChaBImI8X5B3aai8btg
407,78jHxNL8wHMSq_j8KF9exA,VObfskmUmh8vdpx60lruOw
276,2VRVAhzefxIqjzbQ21LdHg,7mOWMhlibS62hedb1m5A3Q
381,3n685UjMonF4fjBcILXkJg,av_-ePHJwSSqMtTQbNoL7g
435,Z2NIEKTVVP2nEmOF4jNxqQ,zZ7KDK3GAkBUZzsaqB1A4Q
109,P9LAh1yahQqntqTlXIVPnw,Iaj67sDwd3qD-bQkG46H6Q
416,oLSulsv7zuFuBL92wFssJg,LNAI2hGXzAFq_9KFwpdshg
287,EWJbWp3oOwDsv4Lo5eZWxw,7GvOhqdl1EeSnvWQ0NH9mQ
130,J7r1lw3Yv9PnXC5EHH4CUQ,HMja0LgKco-PcSAdWhyRPA
330,rQXzCp-vsVpsPWFZX6Ua9w,sgeH1aWYynK1BQiouCTMtw
326,FLLpzuZh6d-UNWWph9M36g,d8sa2rNeam32L5ZZeKTL2w
364,VhEWjWUrcHFFNAyZN-TzyQ,ReFz1RaR94UkpFTOinK-fA
322,0yFe_kQiynisvahzVuq6Mw,bywPKk3pvRBxwMWrFVD7Lw
21,8B7A5KqrrbxOlCX66hqfOg,NoF90rswXBHESSyDaWeKKA
100,i39--wZD6L9hm9Lg90Uziw,7U73RqIg6JA0WThxWUV3uA
375,34P9LyV0J-q_HwLksrgyuw,oeW0vIYd3rUnAPgmD4fEFg
457,3QjiGhHHneNMqT4wq0uwhg,DCmme5WPcUEU7zRCo5jSCw
414,vie0RmEbY8qqLjTgt0Uweg,kyR8dEUADlFm474LtIUZZQ
213,K04Pbn_5-xNidh0-xkI9vw,jppxrDQLXr4Nk8cV7IGlcw
43,jDqaz1jKdeWk_fTVCzc1Pg,OPcGFLP_mRt9yvgP3ALXOQ
32,3_4b09_Sbsvu3MfzL510GA,wcmwxLp53B21f_eZhzSF7g
456,i39--wZD6L9hm9Lg90Uziw,QGPQp5VsRcP5Ma0ekCgj2Q
197,bGz6ulpHAOhE5tIKBchsGA,id0K2DhGNocMRMoBcvCsyg
115,qddBAMIQ40y-RqgP2XFd2g,CwfeDdtVKcUEg_thGOlWAg
207,0PCBt3JKD6IooicImKNBzA,K1fjQO9sT_cQWaL6nbTG6Q
80,m97IAdTNu9qoHsVJn2A5ug,K4lruao6uX8UpYNqlyQhSQ
446,9MPLntyNzhdUXpGT-h0HUw,YKvRkkluFUMCsFwUyp3SVw
286,IlkzevKMF1hGYEbrd04J5A,Mvp-L-oticTTsr14GH-jnw
48,8VFjKdMN1pJR7Ze3joXIHA,-7teXSpi9nqy58WUd-8yfw
237,gXzQb8auHnhNxJ9EF2F-tA,u4sTiCzVeIHZY8OlaL346Q
358,Qz9-fpNz3ytqzCLvFcQhkg,Uylbni1gZLU9NYI2gwQKdQ
257,rreIYrzI9U052p7nN_qogA,D_pwairtGGR0V_w2xx5XeA
340,q4_dkVlS4KEAJOEJlNv5Pg,NSBiCz9CRowb6uwpC3vZrQ
199,YfKZh6Op-PmuKyzZu_DMGQ,x_DjeSEMkJkFHzSTfKYHvA
217,B7g7myDZhJ9gks9xkyb6Lg,VAi90YmGh93IjkdE9v87DQ
464,28EJ38U2GnW6ePPw9OKcVA,q3KkavNYpcsgbdfeImYzKw
469,BcLFIr4wtd3GQ3fnz15yDQ,fiRbomFAAtfTYOTTtnDUcA
205,HHZjRxXt6OzwnhZ7AxtLHA,-x2NjuDTiphKwCixSrv_SQ
5,hiJJ6BcQjlPybA2_fGp6CA,74O-ZufCco3hBcMQc3Vf8Q
78,zFI3KgNgBxVVZIjICzMMoA,-7H-oXvCxJzuT42ky6Db0g
394,lKom12WnYEjH5FFemK3M1Q,hcFSc0OHgZJybnjQBrL_8Q
72,av_-ePHJwSSqMtTQbNoL7g,dLc1d1zwd1Teu2QED5TmlA
470,ysJo5Jdo29XOBCnKrbUKWg,cxVp-a28Cp7lavjaPMvK5w
401,VSNUFYBQ_wOFmRXZ8SeQ4w,wUr4HeEhhPeiFb7UmiYRzg
169,CipRVpM7YzsE-9U9wf2YNQ,k2wKGAnlSb4n5WT694GcTA
428,vblct6rMen0wyOqGEy-pNQ,2wU2cdWiKegJujTliMJx0w
345,FGL0dGh9450_SEtDNlU3Cg,YVlNo_aIX0CNp4R7ZAKbFg
342,gXzQb8auHnhNxJ9EF2F-tA,x2LoVVm5VQRjSgeM15CLow
372,ebgCzdUOElNJirj6eFuXiw,1Vbt1GsmtQm2dkC4A2L_-g
56,rjBSbp38B9SH2IoZogLEcg,IlkzevKMF1hGYEbrd04J5A
55,trioKWMz0NsM9v4cqmUQkg,nsArgMbR3i7g90UVG1anjw
104,PNgDXioOLZ1aMFMihkdMBQ,oLSulsv7zuFuBL92wFssJg
110,X-b4-QvZLENnf3yFwhpSXQ,CaETzvd1cA5mYaCReGAHjA
49,oThEv_zXRR8OySXFnu0ftA,u0F9WJbECpg5fEesAx94xA
471,49sbCG7F2jvqJsfG6-N8Rw,sc__kdcFV4IcNTfBx1707w
171,Rga9falBmjqzHROfJaivMg,G6VObb0dJpcUV9hLCrHHOQ
337,eJcFCVwKr-EJ1RWcuSpjAg,xr86J9_b5G5w5lRr-NvgZw
346,z15C-dJodOlPO8bMBl6F8g,GGEeGKUez_pGqYXtk-sKvQ
402,5oA6zlmJ4jQREDH6dNCq6w,wdhrZm2mIiRk3qsCDC_HvQ
246,9yRS-SNzkfmThx2JJoilwA,BskUTTscZ1XGa9ev7TlfeQ
111,JTKzGJvIK9yuoUf-erV2qQ,z52UIMVsYhfttfOP2H9VYg
160,YL-u3yHX3XFIfllDJSWH_Q,mq6GsJaSp6w1xpb-KRujbA
71,1XdWZTPXPRRaE0SsEbHcQQ,73kfzRoJTrwFRdY1ohrE6A
99,QqbZA4r5g1vCbOxOAKJgWg,k2wKGAnlSb4n5WT694GcTA
44,lKom12WnYEjH5FFemK3M1Q,5sDHHzWw3S0HgIbdzR-8BQ
272,ukB1l0o0MfPtE5GoUzJnIg,ZYL14FvffzTKU9BpXQt79Q
8,lSXICOY3Z0cumuwpJEco0A,Z5LyFZUazPQ1x_i6HsS3vw
299,Aec2zpXw8O5bsO3qEG5NZQ,szlIcLQE7K-1JuKeJIRKsQ
261,WKPm5nCLjmF3ph1kyhyBTA,XGdgYagiqxTKbkd5vRtTVg
225,aSb4vkaMh7K2lHhnV2UIag,bQ-sXUqPSr4-iJfB764Nzw
288,6p39JCOx1L054G9jM10-5g,xwEYTGJ_82ScbpXcheqqQw
348,6WItftahZ9lNFJxfDPSJ0Q,XPmZnhnx0YeN8Xvo7y2xsA
187,GUriQoD_GHo6DNJlR1_CrA,1w6_xrdhVD-y-DBYpv0YCQ
368,CTiWs36A_sX3eahdqrYxUQ,X8wK-tnwx9ATKhQ7q39ILw
